Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	chart_v1	35	8	0	0.149899	1	-1
ART-D	chart_v1	36	8	0	0.392191	1	-1
ART-D	chart_v1	37	8	0	0.26622	1	-1
ART-D	chart_v1	38	8	0	0.157194	1	-1
ART-D	chart_v1	39	8	0	0.333231	0	16
ART-D	chart_v1	40	8	0	0.312635	1	-1
ART-D	chart_v1	41	8	0	0.293526	1	-1
ART-D	chart_v1	42	8	0	0.283532	1	-1
ART-D	chart_v1	43	8	0	0.520025	0	1
ART-D	chart_v1	44	8	0	0.31321	1	-1
ART-D	chart_v1	45	8	0	0.225169	1	-1
ART-D	chart_v1	46	8	0	0.219576	1	-1
ART-D	chart_v1	47	8	0	0.254395	1	-1
ART-D	chart_v1	48	8	0	0.170643	1	-1
ART-D	chart_v1	49	8	0	0.182989	1	-1
ART-D	chart_v1	50	8	0	0.118277	0	11
ART-D	chart_v1	1	9	0	0.217995	1	-1
ART-D	chart_v1	2	9	0	0.330042	1	-1
ART-D	chart_v1	3	9	0	0.302584	1	-1
ART-D	chart_v1	4	9	0	0.271747	1	-1
ART-D	chart_v1	5	9	0	0.232642	1	-1
ART-D	chart_v1	6	9	0	0.350583	1	-1
ART-D	chart_v1	7	9	0	0.231106	1	-1
ART-D	chart_v1	8	9	0	0.336392	1	-1
ART-D	chart_v1	9	9	0	0.364863	1	-1
ART-D	chart_v1	10	9	0	0.523635	1	-1
ART-D	chart_v1	11	9	0	0.61728	1	-1
ART-D	chart_v1	12	9	0	0.522377	1	-1
ART-D	chart_v1	13	9	0	0.481656	1	-1
ART-D	chart_v1	14	9	0	0.268738	1	-1
ART-D	chart_v1	15	9	0	0.226539	1	-1
ART-D	chart_v1	16	9	0	0.238833	1	-1
ART-D	chart_v1	17	9	0	0.5042	1	-1
ART-D	chart_v1	18	9	0	0.267521	1	-1
ART-D	chart_v1	19	9	0	0.317557	1	-1
ART-D	chart_v1	20	9	0	0.401296	1	-1
ART-D	chart_v1	21	9	0	0.266089	1	-1
ART-D	chart_v1	22	9	0	0.333869	1	-1
ART-D	chart_v1	23	9	0	0.398096	1	-1
ART-D	chart_v1	24	9	0	0.195272	1	-1
ART-D	chart_v1	25	9	0	0.630017	1	-1
ART-D	chart_v1	26	9	0	0.156513	1	-1
ART-D	chart_v1	27	9	0	0.490866	1	-1
ART-D	chart_v1	28	9	0	0.616174	1	-1
ART-D	chart_v1	29	9	0	0.517819	1	-1
ART-D	chart_v1	30	9	0	0.325754	0	11
ART-D	chart_v1	31	9	0	0.283748	1	-1
ART-D	chart_v1	32	9	0	0.397698	1	-1
