Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	flex_v3	1	9	0	0.144559	0.3333333333	1
ART-D	flex_v3	2	9	0	0.137936	0.4444444444	1
ART-D	flex_v3	3	9	0	0.135155	0.4444444444	1
ART-D	flex_v3	4	9	0	0.155393	0.4444444444	1
ART-D	flex_v3	5	9	0	0.132267	0.2222222222	1
ART-D	flex_v3	6	9	0	0.139981	0.3333333333	1
ART-D	flex_v3	7	9	0	0.128161	0.4444444444	1
ART-D	flex_v3	8	9	0	0.136296	0.3333333333	1
ART-D	flex_v3	9	9	0	0.135476	0.2222222222	1
ART-D	flex_v3	10	9	0	0.145455	0.1111111111	2
ART-D	flex_v3	11	9	0	0.1458	0.3333333333	3
ART-D	flex_v3	12	9	0	0.134986	0.2222222222	1
ART-D	flex_v3	13	9	0	0.141053	0.1111111111	2
ART-D	flex_v3	14	9	0	0.138802	0.3333333333	1
ART-D	flex_v3	15	9	0	0.129827	0.2222222222	1
ART-D	flex_v3	16	9	0	0.128935	0.4444444444	1
ART-D	flex_v3	17	9	0	0.124814	0.2222222222	2
ART-D	flex_v3	18	9	0	0.140483	0.2222222222	1
ART-D	flex_v3	19	9	0	0.147414	0	2
ART-D	flex_v3	20	9	0	0.164548	0.3333333333	1
ART-D	flex_v3	21	9	0	0.139111	0.2222222222	1
ART-D	flex_v3	22	9	0	0.128112	0.1111111111	1
ART-D	flex_v3	23	9	0	0.141947	0.2222222222	1
ART-D	flex_v3	24	9	0	0.150139	0.4444444444	1
ART-D	flex_v3	25	9	0	0.138528	0.4444444444	2
ART-D	flex_v3	26	9	0	0.125339	0.2222222222	2
ART-D	flex_v3	27	9	0	0.134658	0.4444444444	2
ART-D	flex_v3	28	9	0	0.136054	0.4444444444	1
ART-D	flex_v3	29	9	0	0.142622	0.3333333333	1
ART-D	flex_v3	30	9	0	0.152421	0.4444444444	2
ART-D	flex_v3	31	9	0	0.132434	0.3333333333	2
ART-D	flex_v3	32	9	0	0.149829	0.3333333333	4
ART-D	flex_v3	33	9	0	0.143342	0.1111111111	2
ART-D	flex_v3	34	9	0	0.127744	0.4444444444	1
ART-D	flex_v3	35	9	0	0.142333	0.3333333333	2
ART-D	flex_v3	36	9	0	0.131934	0.2222222222	3
ART-D	flex_v3	37	9	0	0.138136	0.1111111111	2
